case_name,AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,beta,drag,lift,side_force,pressure_drag,viscous_drag,pressure_lift,pressure_side_force,Cd,Cl,pitching_moment,Cm,Cf,L_D_ratio,Cl2_over_pi_AR,mahal_dist
geo-569e0dcc-38ea-4f68-ac81-494c08b7d25a,9.9134,25.649,1.334,244.2938,8.008,-4.54,-6.2283,1.7108,0,274834.0702783922,2883075.284384766,80.66242262923568,237673.6341298548,37160.43614853672,2889151.945821796,82.89352944304768,0.055904283,0.5864493281776231,-8304113.573,-0.210360187,0.007560369,10.490239734339966,0.011043035885353715,0.9543875085343625
geo-56b6eb37-1f5b-4a26-9daf-da04f5764ceb,9.4278,31.7209,1.0125,246.9944,3.9557,-5.5699,-7.2558,0.3845,0,84006.70476985036,-307191.0295,181.3625257360095,44995.10528204718,39011.599487802574,-307124.3512,183.8197203,0.018676395,-0.0682948,1318037.065630947,0.04155241,0.008674821,-3.65674419,0.000157476,3.2301412386593493
geo-56e539f7-f771-4736-adde-e2cc336d0b34,7.5458,36.7043,1.1401,242.1892,7.2802,-6.8678,-6.9755,3.0751,0,119170.92746024168,2394237.899609541,-12.68319922,80611.01117712574,38559.91628,2395845.141456177,-14.06858807,0.025556686,0.5134539744058425,-5934779.332,-0.154360688,0.008269286,20.09078851,0.011121103355243613,1.6284638558986535
geo-56fbac20-b409-480e-8d53-99f802e343e4,10.6968,35.8529,1.3097,251.0569,5.9019,-4.8093,-6.4212,0.3041,0,70848.46284,1308046.9638871076,256.62461765378737,29327.00209366779,41521.46074389364,1308446.670916684,254.26165130243663,0.01450761,0.2678482186170688,-4811698.695,-0.131051032,0.008502287,18.462601889982466,0.002134882,1.1632506121051525
geo-56fd890c-5537-4483-8517-4b519cc3af45,9.6379,28.7732,1.3291,255.8457,3.7797,-4.924,-3.46,2.9698,0,120932.41973177675,2356773.1722272323,139.87258728215244,80321.26263215995,40611.15709961688,2358392.8318402283,141.66120243354678,0.024630918,0.4800159225682365,-7206780.385,-0.180670394,0.00827315,19.488348760857203,0.007609901,0.9169820485980238
geo-5705f49e-574e-4fb9-a270-430be95bfbb4,8.3368,36.1431,1.2056,256.8682,6.9728,-4.6161,-1.7731,0.5248,0,115793.0956580754,2423524.919767136,445.1714204550923,75395.94589553484,40397.149762540525,2424809.0526059484,446.9285343,0.024381813,0.5103061711894809,-11049954.72,-0.282804995,0.008507887,20.929787790832982,0.009942884,2.3368522492034085
geo-571506c8-038f-422d-91ef-033042a29328,8.4528,29.1033,1.139,257.8387,6.9815,-3.4199,-3.994,0.1084,0,162029.49247455318,2589060.8904614304,196.53327673121697,122394.56579427536,39634.926680278215,2589612.1807242143,198.1951395911335,0.03475134,0.5552898725836194,-8884948.356,-0.240859233,0.008502433,15.978948344037006,0.011611519067197354,1.112940657854299
geo-57583574-1d3a-4ed5-ac45-0635b867f586,7.7077,28.7671,1.0665,254.4264,5.5322,-5.8223,-5.2863,2.9625,0,125138.72928498709,2172420.7816092395,-1750.954128,86295.55698,38843.17230274776,2174316.768891496,-1752.168119,0.027398839,0.475646568,-4472323.085,-0.124344414,0.008504579,17.360099419435755,0.009343166,1.668291512414431
geo-57678fb9-4d63-4a37-a099-02d299b703e5,8.4917,26.6592,1.0685,247.2264,3.801,-3.5243,-1.9959,0.7119,0,84652.89557834587,1517638.4034931448,224.7938389867872,45101.12309707432,39551.77248127151,1518278.924745327,225.8322657851089,0.01852401,0.3320943661235776,-5166759.615,-0.150551227,0.008654797,17.927778998281163,0.004134076,0.9127104237844158
geo-57804df4-2b92-4cc2-a012-1068020d6427,10.9638,32.9237,1.118,255.0044,5.6962,-6.9602,-4.0103,0.2705,0,60412.966271673926,391682.7097264667,166.90297223271602,19337.48035090967,41075.485920763895,391761.17835028295,169.4454846364374,0.013033443,0.0845013,-1254240.387,-0.039347201,0.00886338,6.483421257037628,0.000207308,1.9631638420685367
geo-579f4d48-4166-4650-9a65-325c8348c211,8.3989,35.9981,1.3717,255.709,8.4428,-6.9188,-7.4545,3.122,0,184135.85411746037,2933485.2557431706,-478.3226455,145749.77248319818,38386.08163426226,2937655.4831911963,-483.6988221,0.037085387,0.5908107108337635,-10531176.91,-0.238727367,0.007732607,15.93109212653341,0.013228921426949727,1.0081044197912423
geo-57bda756-b764-46bd-8e96-23b930b43cb4,10.7873,35.0791,1.2804,252.5144,3.7592,-6.5103,-5.7638,0.5642,0,85219.80248615942,-504724.0844,-19.42594182,44926.37055,40293.431939800175,-504544.1442,-20.48444517,0.017587634,-0.104164786,3263594.796227282,0.091252742,0.008315701,-5.922615046,0.000320169,3.539553829786525
geo-57bf2e62-9c62-420b-a831-aec7162e21e2,9.0944,26.5253,1.3315,248.7239,7.7039,-4.3811,-4.8184,1.5706,0,262160.8536934745,2894945.2301166737,107.48890537554291,224797.80223005728,37363.05146341626,2900381.9852583795,110.90852118820489,0.053372759,0.5893756125867619,-9075404.593,-0.224213068,0.007606622,11.042629703599934,0.012157951269655357,0.9678067070941876
geo-57d535d0-d851-4ff3-adce-b31c58adae3a,9.5985,29.5626,1.3263,255.1312,4.1323,-4.4238,-2.4308,3.6187,0,196962.61841946232,2771965.214701266,-23.69497556,158067.13526886003,38895.48315,2776756.572035108,-25.13652116,0.040154468,0.5651163125830952,-8713240.531,-0.222015351,0.007929521,14.07355993205745,0.010590645852608344,0.6967664393528078
geo-5802c0f8-a568-4285-90f3-1652e89e782e,9.8621,30.8269,1.377,256.9724,8.5874,-6.6239,-6.8371,1.8433,0,179164.9009528302,2651924.531489781,-482.8026265,140295.29577804837,38869.60517478194,2655327.488551838,-480.458484,0.036034199,0.5333632673466719,-9065980.323,-0.221817933,0.007819154,14.801585117321427,0.009181781,0.8048136381948527
geo-581f0bfc-42cb-4c3d-a665-8246128fe9f6,10.35,25.567,1.0071,244.3164,8.7622,-5.1253,-4.9337,0.5451,0,210905.81694666215,2543086.272,-12.06499044,173195.20580854826,37710.61113811332,2544453.1393012786,-11.27087315,0.046971699,0.5663811679256936,-4567586.645,-0.15397168,0.008398641,12.05792381272938,0.009865688,1.2756336025037367
geo-5836147b-b301-471e-ab7c-b2984dbfb4cb,9.721,33.0834,1.1431,255.1581,3.0043,-5.0304,-4.2764,3.4739,0,81149.97046472158,1773255.7353592971,29.66139060786993,40269.14395531285,40880.82650940882,1772952.4302524212,27.515455134072734,0.01738479,0.3798852705485869,-3881305.216,-0.112482798,0.008759684,21.851588179322714,0.00472546,1.391569390282227
geo-58642ca1-bc80-4b56-8b74-288ad5394036,8.4209,27.2526,1.1855,255.0804,3.2613,-5.041,-4.0002,2.4769,0,79072.46263552441,1441240.2729231073,58.58408330388778,38719.84498,40352.61765412995,1441931.8713418385,54.96653034175733,0.016745409,0.3052157025742818,-3816495.625,-0.101305139,0.008545548,18.226829225824932,0.003521319,1.009175212815184
geo-58879571-b9fb-4e31-950a-c72c3442cf0a,7.8108,36.4475,1.2432,253.373,3.1657,-6.6805,-3.1314,1.0018,0,62619.07880160413,-318406.9839,38.75447544476671,22712.919142187024,39906.15965941686,-318265.2393,40.48715108490512,0.013050914,-0.0663616,746415.1485786698,0.017971574,0.008318823,-5.084823827,0.000179469,3.037346053550527
geo-58aa72ca-7c08-4c2c-882c-ffc0c545b7ef,9.2584,25.354,1.0602,248.6778,3.5096,-6.17,-5.4443,1.8625,0,73108.14478765421,342975.73545449367,103.57927818778369,33639.57140154952,39468.57338610434,343963.5219938797,106.31104182403786,0.016035623,0.075228686,-58506.67875,-0.001791387,0.008657036,4.691347817000139,0.000194572,2.1455458521291466
geo-58e0723d-7227-4447-a0b6-07cda883abc6,8.6123,35.0772,1.1117,249.5488,8.6386,-3.8364,-7.2212,3.1799,0,374930.5993021173,3331793.982,-255.5196735,339017.2215082712,35913.37779384592,3345817.0819133148,-256.2591217,0.081030452,0.7200713199591237,-7054593.185,-0.197091645,0.00776321,8.886428551087596,0.019163817,2.154155508205129
geo-58f4b98a-3a00-4a45-9955-290aeaf18aa5,8.3122,35.0627,1.3585,256.3809,6.2583,-3.5578,-5.2801,0.454,0,105232.34485417877,2271593.9491545013,-1010.372679,64363.13728259114,40869.20757158742,2272683.4951742603,-1014.601618,0.021267573,0.459091641,-10289513.89,-0.234340787,0.00826138,21.58646138981573,0.008071103,1.6324339838050648
geo-58fcb5ad-1968-42d2-aa6f-2cee9cf3e007,10.4256,31.8414,1.341,252.6513,3.2814,-5.9651,-3.5158,3.9101,0,93213.58876,2100558.198004001,16.246507249145125,52129.892775906046,41083.69598908336,2099873.7714866498,15.689820561163373,0.018925625,0.4264869154202865,-5693228.426,-0.14712632,0.008343114,22.53489245328753,0.00555342,1.1816109140435018
geo-59050f44-2287-4817-9ed0-433e639cf8d4,7.8326,27.9875,1.0965,249.5091,4.2649,-5.057,-2.3461,0.3269,0,62883.95483588034,705067.9069885033,-97.91652724,23271.98455778706,39611.970278093584,705208.1108305174,-100.2181713,0.013648871,0.1530339592735563,-3644601.066,-0.098235674,0.008599456,11.212206815373532,0.000951743,1.8404027046170077
geo-595c31d0-d980-4b60-8b73-15d070d08349,9.3485,30.8921,1.3144,257.0318,6.3357,-5.4443,-1.9712,3.9684,0,306198.3760835398,3218577.341878043,-249.2045718,268809.9069490662,37388.46913447378,3229973.382618428,-253.2850876,0.062608771,0.6581066029369381,-9768027.566,-0.243850809,0.007646411,10.511412186588244,0.014746898508065662,1.3243233783387056
geo-59666822-6108-4fa8-bef3-45fbf9c49be4,8.3163,31.7889,1.1366,251.9774,7.7161,-4.0764,-3.6744,3.7872,0,430378.89327801176,3469517.8730960656,-495.2753529,394904.3328792229,35474.560398788664,3488499.064188997,-497.9409592,0.09238666,0.7447790112222262,-7589461.508,-0.20778421,0.007615055,8.061542810964164,0.021231214504554688,2.6590233
geo-596a0645-1d6a-4390-8897-2308e625400b,9.7629,36.0778,1.3496,255.9236,5.3557,-5.0493,-3.2226,1.3644,0,82231.76656358608,1858803.912,17.41809319346538,40756.88849613781,41474.878067449565,1859774.6222811055,19.39737138061541,0.0166581,0.3765472014512324,-8190655.659,-0.203513613,0.00840347,22.604450679246487,0.004622854,1.5884042776281124
geo-5990dc00-20b5-4a87-81ee-56f35c1f2ba2,9.3451,34.1508,1.0769,255.4409,8.3447,-5.7735,-6.6576,1.1061,0,125187.95471393656,2498737.5791566693,344.50183848060016,85226.94336646664,39961.01134746926,2500306.711,343.88285398321443,0.027323038,0.5453647909309132,-6406128.575,-0.191443637,0.008723497,19.95988819264984,0.010130721271263141,1.3027612031187685
geo-59b0deb6-c3d1-480f-a6f9-8c47a32159a8,8.0587,25.9341,1.1702,241.4958,5.551,-4.8572,-3.0111,3.654,0,258033.65772225236,2822301.3323995355,77.36122941,221411.25994447924,36622.39777777385,2831067.3806292834,79.47843667350067,0.054875751,0.6002159039853846,-6657831.962,-0.174904656,0.007788406,10.93772555608795,0.014229843909271712,1.123842777091872
geo-59b934ef-d94c-46d3-9c92-e92a9ebc8a3e,9.9098,33.9951,1.0219,245.1334,3.1971,-4.9266,-6.9001,3.4353,0,76180.67154570136,1538737.6968862363,72.00635711458017,36199.73147,39980.94007419569,1538562.428931459,73.98468565656128,0.0168941,0.3412360178339741,-637160.1768,-0.020781205,0.008866271,20.198531539107492,0.003740201,3.118647664661741
geo-5a00c878-2b51-4477-afb3-70483e75c43d,10.7549,28.5223,1.2571,256.1392,5.6496,-3.1682,-2.3289,2.0575,0,261557.9011493104,2992780.4829381704,-1.313157922,223062.69219462384,38495.208954686444,2999029.005693329,-0.31744203,0.054319881,0.6215353445185032,-9267953.69,-0.263339946,0.007994575,11.44213372942513,0.011433400367808964,1.5141997313222741
geo-5a116cc4-6191-497c-8080-e0acbeb555c0,8.4529,36.6007,1.3992,257.8584,6.4797,-6.4008,-4.1416,2.594,0,114051.96520763998,2526956.436,34.91240995,73229.81823835456,40822.14696928481,2528626.665652801,32.78527578187105,0.022806049,0.50529503,-9975253.95,-0.222251852,0.008164523,22.15618496057533,0.009614671,1.2854573117306907
geo-5a1a3c8d-3ae6-4bcf-898d-ef7528919819,10.6927,30.7867,1.0633,252.0178,7.4254,-3.7674,-2.143,0.9358,0,239498.4491188557,3033181.168482663,1034.9782287210562,201282.5843,38215.86486,3036218.270262894,1035.143155588636,0.052485455,0.6647136732605108,-7580941.655,-0.248860947,0.008374862,12.664721544720251,0.013153216537755235,1.0329142397927635
geo-5a22e57d-c1f7-47e4-a899-6a5ab54e5dcf,8.2081,25.3305,1.2839,240.5456,5.8272,-3.4283,-4.6564,0.242,0,129345.67218123094,2095236.120110127,8.384584437702742,90861.89764,38483.77454361069,2095868.3315181923,6.912916521168825,0.026663743,0.4319188694471659,-7485120.783,-0.179156588,0.007934774,16.198733863893192,0.007234555,0.6013427654960207
geo-5a2e8abd-1668-4008-bd32-ec24c047da2e,9.4445,31.4777,1.3514,253.1074,8.5152,-4.125,-5.5892,3.9056,0,494059.4845272306,3690582.780282128,88.39092774,458850.3853123378,35209.099214892754,3713890.141943941,72.73644610541912,0.1000366583657693,0.7472654211161607,-10214105.14,-0.249281682,0.007130542,7.4699158620822255,0.018820057,3.2401700420412873
geo-5a43e8f2-3b8c-48da-80a7-bbbde49bfe17,10.9696,32.098,1.0588,254.691,3.1126,-4.6838,-6.4603,1.6909,0,63437.282851048505,592505.4538664512,-52.50174068,22489.34624917444,40947.93660187314,592906.6719995547,-53.88869657,0.01391708,0.1299857995541049,-76311.25672,-0.002505119,0.008985107,9.340019421349897,0.000490288,2.037680960235473
geo-5a4d47ca-3d8c-48d5-a4f0-901e2ac00485,8.7779,37.0097,1.0034,257.1496,7.9152,-3.5211,-5.3251,3.925,0,409232.7280764588,3298266.741360562,363.4207667709437,373475.40736193606,35757.320714523754,3316462.9793724986,367.9331409536699,0.091239663,0.7353584563999167,-2971393.11,-0.092504401,0.00797216,8.059635789306478,0.019609100864774506,4.1451012460371865
geo-5a79a23f-9ee7-4fef-a13f-955267d53b36,9.0826,25.6487,1.0404,241.4889,4.5613,-6.1702,-4.2591,2.2485,0,79804.47251200963,1491350.958511115,4.683103248826519,40698.06802317927,39106.40448883106,1492160.2820726975,2.885091468785013,0.01760017,0.3289042442086435,-2559102.341,-0.077522317,0.008626313,18.68756112994393,0.003791219,1.5983094383033325
geo-5a871ce9-484f-4eb9-9e78-bb432afd0ad1,8.1866,36.618,1.0481,249.0228,4.2541,-3.9979,-6.3589,1.2194,0,65492.42103123181,1098066.0801718305,-30.67153154,25491.472025945124,40000.949005287344,1098564.4803458296,-32.00925796,0.014411943,0.2416350687167324,-2910301.279,-0.083210004,0.008804191,16.766307656395714,0.002270212,1.1397897695584869
geo-5ab6e679-ba33-40ce-aeeb-29053d4ddb0e,8.3912,29.6549,1.3374,241.6313,3.9767,-3.7994,-6.6533,2.8882,0,126732.27535122103,2281638.988873921,128.14824656964396,88149.05366573718,38583.22168548379,2283549.297604233,132.95864118184693,0.025755577,0.4636934643316731,-6848053.918,-0.159195806,0.007842783,18.003614174453002,0.008156203,0.8982778496032324
geo-5ac03116-c03e-4221-994f-afc104b0fe79,8.0914,31.7632,1.1805,252.6413,6.8406,-3.3458,-3.9307,3.7082,0,403167.2894851144,3455719.113914959,-23.29753632,367231.6947816918,35935.59470342157,3472788.1517073293,-21.42001053,0.085497644,0.7328368423867833,-8608584.982,-0.224843552,0.007620639,8.571427305841889,0.021127156322585185,2.2635508807783102
geo-5b18c04d-b286-4e6c-b9f0-b8ca17b33e82,10.0228,30.1883,1.1793,240.2144,6.7518,-6.4753,-5.906,2.603,0,136386.0657527637,2277784.0462764427,26.25959091490975,98042.47610098886,38343.58965177451,2279978.315563817,24.60363947584776,0.028932276,0.4831980132618161,-5655670.066,-0.1645551,0.00813398,16.701002655253237,0.007415003,0.8106200348693775
geo-5b2dcc3a-ec3a-4d4c-a51b-76632d72759f,9.6825,33.5561,1.0706,244.9792,8.7475,-6.4304,-3.9745,3.3493,0,289905.4107972702,3138677.6767271548,-15.16475862,253600.2542645142,36305.156532754685,3148277.9935801816,-14.27971894,0.063400122,0.6864050823655267,-6183385.198,-0.192085086,0.007939621,10.826557766188198,0.015489007949671093,1.594961955978358
geo-5b4432be-c684-440b-acf5-d262a92f1533,8.1208,28.6587,1.3602,248.5465,5.0179,-3.4396,-3.0682,3.9537,0,326361.95589371305,3229104.6226740777,147.5900741,289916.5359656936,36445.41992801946,3242107.673450098,147.44714991730922,0.065928651,0.6523141191833378,-9743883.148,-0.219065898,0.007363856,9.894243383336356,0.016678802658247477,1.3383553779443507
geo-5b6b7687-01f4-46d1-aa69-f09f6be34088,9.8121,36.0073,1.3724,251.9913,8.2032,-4.0811,-2.9016,1.1929,0,262003.48849097893,3312100.959300876,271.23495086361936,223810.84061311017,38192.64787786933,3316561.5123852594,274.1291041036648,0.052769365,0.6670806778298543,-13037384.18,-0.324484318,0.00769223,12.641438396019362,0.014435933885823635,2.4714235384736982
geo-5b737478-2377-4d26-af4e-3004ea98c948,7.8158,34.5241,1.1142,247.5244,8.8529,-3.6933,-3.0815,3.0374,0,473349.89351640205,3534179.686486257,-22.30331066,438703.7146376594,34646.17887874264,3553008.410440743,-15.49865164,0.1022502903590208,0.7634329363415202,-8014275.375,-0.21636927,0.007484027,7.466315583661988,0.023736598003279968,3.184942725339102
geo-5b9998bd-96bb-4419-817c-111e264118c7,7.5786,28.2019,1.0822,248.4625,3.5231,-5.2914,-6.6687,3.2976,0,83939.01898727228,1584658.0865167435,66.01965045287588,44487.35516886945,39451.66381840179,1585101.336342074,69.84340186394408,0.018296475,0.3454133334435749,-2522949.419,-0.068728534,0.008599369,18.878682472534333,0.005011172,1.9341615898677746
geo-5bfd2c25-60c9-4b00-8891-bee90fb8ab8a,7.7153,36.3915,1.3445,252.8141,3.6623,-5.2511,-1.6587,3.6207,0,106332.32474153496,2282896.0612864546,7.96343117,66043.93363520225,40288.39110633179,2283363.556520223,6.206408981357811,0.021569253,0.4630798997743291,-8948414.234,-0.19841089,0.008174052,21.46944559742838,0.008847268,1.053480296215475
geo-5c083d5e-6d73-48ac-ae56-8b08e2e9c655,8.2753,32.6287,1.0616,257.3946,3.5214,-3.6143,-3.5989,0.8663,0,65481.986950325096,1046223.4325255672,-64.62177133,24914.259017669032,40567.72793265727,1046593.4791788344,-67.87809559,0.01435716,0.2293882365832323,-3939522.279,-0.113916868,0.008894573,15.977270715979177,0.002023991,1.2776180163120139
geo-5c0dcffe-3c40-4f8b-9dab-41709ab2e771,8.4368,36.3377,1.1718,243.7231,3.7949,-4.0118,-3.9681,3.694,0,123978.64064234147,2649813.5902874274,-166.2474118,84881.49338438925,39097.147257951154,2650569.582138379,-163.3083654,0.026349289,0.5631672063708684,-8155276.35,-0.215427154,0.008311029,21.373146023851994,0.011965947374303003,1.3675132241377481
geo-5c36de41-83ea-4835-b2c2-b6c51629f302,8.1776,34.2723,1.0761,256.404,6.9027,-5.5798,-3.3297,0.9001,0,92457.59944,2010805.713832331,50.532517085770365,52134.62883248795,40322.97061,2011972.4216139112,49.60602442787618,0.020188203,0.4390613028123784,-6595971.068,-0.187518797,0.008804512,21.748409281797983,0.007503685,1.0004988872185712
geo-5c4111ee-8aca-4936-922a-bbcd79ba34da,8.5262,30.5549,1.0975,241.8075,4.1106,-4.4155,-6.6175,0.1021,0,61937.59868273282,263054.0642673004,12.87772888648464,22684.01145622202,39253.587226511176,262967.31181866804,9.511130364810311,0.013442456,0.057091213,-1263837.566,-0.036094361,0.008519249,4.247082061007321,0.000121684,2.198397408256735
geo-5cab373e-8535-491d-a6c5-aab4dc99d3c1,9.4347,25.1219,1.3923,252.604,5.4318,-6.1895,-4.5377,2.5059,0,135995.07605216771,1925176.187,206.5177227513389,97316.35708,38678.71897690196,1927807.047463769,211.0084412,0.027242721,0.3856539468982504,-5743867.651,-0.135898906,0.007749739,14.156219787921476,0.005017849,0.45376744828691307
geo-5cd9b2bb-4e19-4d8a-ba7a-de9570fccbd8,8.5387,25.4192,1.1939,251.8719,3.6405,-5.3134,-3.5792,0.0594,0,84925.80398954012,-167431.3784,194.55104019625688,45544.04760203585,39381.75638750487,-167547.6827,193.3927705,0.017943482,-0.035375608,-823075.3996,-0.021860144,0.0083207,-1.971501835,4.665156406436372e-05,3.2457482264649014
geo-5d01eaa9-9cfe-45e2-8bb3-9fae9bd9f41d,9.4191,30.8814,1.3152,257.6089,6.6297,-5.4164,-6.1159,1.2366,0,108286.67927648687,2145482.873194742,-253.8918464,67827.46828881704,40459.21098767072,2146824.716303817,-255.890578,0.022141392,0.4386871719728785,-7257866.736,-0.184728573,0.008272657,19.81298981120944,0.006503552,0.8687265346110571
geo-5d3dac78-c1ae-4a25-bc25-b926b1200e07,9.6702,32.2669,1.1819,247.3206,4.2623,-6.7333,-5.0791,2.3511,0,64956.65731337665,934528.969,-15.73635066,24508.771111635862,40447.88620174062,935003.3610298404,-16.97551153,0.013766861,0.1980633095094559,-1569591.353,-0.044049834,0.008574223,14.386962132242447,0.001291287,1.5530154620617427
geo-5d55df3a-2caf-4a1f-a8d8-30491a6efbf5,9.7646,28.852,1.3722,241.4725,7.3262,-6.6112,-5.2548,0.1664,0,79508.74449354017,1540868.1037290157,90.01059182951363,39088.64833139886,40420.09616214104,1541384.0313026153,90.22210306752235,0.016014465,0.3103580457032653,-5493342.745,-0.136411506,0.008141278,19.37985706533475,0.003139942,0.929096093
